City,Lat,Lng,Max Temp,Humidity,Clouds,Wind Speed,Country,Date
Zavetnoye,47.1194,43.8903,35.64,100,100,5.91,RU,1640929634
Jiuquan,39.7432,98.5174,28.67,24,9,2.24,CN,1640929634
Pringsewu,-5.3582,104.9744,86.34,69,98,1.81,ID,1640929634
Mutare,-18.9707,32.6709,75.18,65,82,4.5,ZW,1640929634
Kamaishi,39.2667,141.8833,25.75,72,76,13.53,JP,1640929635
Ogbomosho,8.133,4.25,70.29,25,4,1.59,NG,1640929635
Leticia,-4.2153,-69.9406,73.08,99,96,2.04,CO,1640929635
Sri Aman,1.2376,111.4621,87.85,74,40,0.0,MY,1640929635
Ejea de los Caballeros,42.1263,-1.1372,56.88,66,14,2.08,ES,1640929636
Clarksdale,34.2001,-90.5709,60.91,100,90,5.75,US,1640929636
Ormara,25.2088,64.6357,72.54,43,98,20.47,PK,1640929636
Masterton,-40.9597,175.6575,68.88,72,83,1.66,NZ,1640929636
Cam Ranh,11.9214,109.1591,82.36,54,20,21.85,VN,1640929637
Krasnyy Chikoy,50.3643,108.7512,12.07,88,99,4.18,RU,1640929637
Hobyo,5.3505,48.5268,81.01,59,88,19.48,SO,1640929637
Chokwé,-24.5333,32.9833,84.0,68,26,4.0,MZ,1640929637
Lonate Pozzolo,45.5968,8.7547,53.24,96,20,5.75,IT,1640929638
Goderich,43.7501,-81.7165,34.92,86,90,3.44,CA,1640929638
Sirte,31.2089,16.5887,60.53,63,0,20.18,LY,1640929638
Darhan,49.4867,105.9228,8.74,92,100,5.44,MN,1640929639
Esil,51.9556,66.4042,8.6,82,100,7.36,KZ,1640929639
Salisbury,51.0693,-1.7957,56.28,90,90,19.57,GB,1640929640
Timrå,62.487,17.3257,21.67,86,40,4.61,SE,1640929640
Kalmunai,7.4167,81.8167,82.0,75,58,10.98,LK,1640929640
Olinda,-8.0089,-34.8553,80.33,74,75,8.05,BR,1640929640
Maun,-19.9833,23.4167,73.36,83,0,6.91,BW,1640929564
Upernavik,72.7868,-56.1549,-12.44,92,54,12.71,GL,1640929641
Mombasa,-4.0547,39.6636,82.81,78,20,5.75,KE,1640929510
Bilma,18.6853,12.9164,57.56,38,0,9.28,NE,1640929642
Westlock,54.1502,-113.8688,-16.46,100,54,3.62,CA,1640929642
Ortega,3.9361,-75.2217,71.85,87,58,2.53,CO,1640929643
Wajir,1.7471,40.0573,76.96,78,20,10.36,KE,1640929645
Jalu,29.0331,21.5482,54.77,68,14,15.64,LY,1640929645
Cotonou,6.3654,2.4183,79.3,83,14,5.23,BJ,1640929646
Arrondissement de Cognac,45.5,-0.25,50.77,93,5,0.0,FR,1640929646
Inuvik,68.3499,-133.7218,-26.54,68,20,2.3,CA,1640929646
Huilong,31.8111,121.655,48.97,46,92,9.8,CN,1640929647
Krasnosel'kup,65.7,82.4667,-15.48,99,94,5.93,RU,1640929647
Forsytheganj,52.6333,29.7333,32.41,98,100,8.21,BY,1640929647
Shingū,33.7333,135.9833,43.79,63,6,17.58,JP,1640929648
Russell,32.3502,-85.1999,64.96,95,41,3.42,US,1640929648
Umm Kaddadah,13.6017,26.6876,62.8,21,3,10.38,SD,1640929649
Busembatia,0.7697,33.6131,67.42,81,100,6.15,UG,1640929649
Flinders,-34.5833,150.8552,86.81,64,0,5.99,AU,1640929649
Bima,-8.4667,118.7167,85.84,71,99,6.29,ID,1640929649
Den Helder,52.9599,4.7593,56.98,90,90,21.99,NL,1640929650
Envira,-7.3,-70.2167,72.1,99,97,2.55,BR,1640929650
Guarapari,-20.6667,-40.4975,75.09,94,100,7.27,BR,1640929650
Dnestrovsc,46.6222,29.9133,25.16,95,99,3.62,MD,1640929650
Copiapó,-27.3667,-70.3333,61.81,84,2,2.93,CL,1640929651
Dingle,10.9995,122.6711,77.97,85,98,15.73,PH,1640929651
Mudanjiang,44.5833,129.6,-1.7,74,95,15.82,CN,1640929651
Aksu,41.1231,80.2644,28.53,51,81,1.54,CN,1640929652
Barra dos Coqueiros,-10.9089,-37.0386,78.82,78,20,8.05,BR,1640929652
Oktyabr'skiy,54.4815,53.471,13.78,95,100,5.14,RU,1640929653
Haines Junction,60.7522,-137.5108,-20.25,76,25,1.14,CA,1640929653
Pacific Grove,36.6177,-121.9166,50.67,84,18,3.0,US,1640929655
Camopi,3.1655,-52.3158,71.37,100,98,2.44,GF,1640929655
The Valley,18.217,-63.0578,78.1,71,37,19.82,AI,1640929655
Puerto Carreño,6.189,-67.4859,77.52,68,94,7.47,CO,1640929656
Mwinilunga,-11.7358,24.4293,61.7,99,100,3.27,ZM,1640929656
Misratah,32.3754,15.0925,60.49,68,0,13.67,LY,1640929657
Seoul,37.5683,126.9778,27.79,22,0,9.22,KR,1640929595
Vila Franca do Campo,37.7167,-25.4333,61.21,90,100,14.18,PT,1640929657
Ojinaga,29.5667,-104.4167,60.42,47,1,4.61,MX,1640929657
Doctor Arroyo,23.6667,-100.1833,58.93,41,19,4.65,MX,1640929658
Tuatapere,-46.1333,167.6833,68.83,60,100,8.79,NZ,1640929659
Solnechnyy,50.7214,136.6319,-0.8,92,100,17.78,RU,1640929659
Huatulco,15.8436,-96.3267,69.87,81,5,3.42,MX,1640929660
Taungdwingyi,20.0167,95.55,83.84,37,74,5.28,MM,1640929447
Wahiawā,21.5028,-158.0236,70.12,91,90,0.0,US,1640929661
Glenwood Springs,39.5505,-107.3248,33.6,87,90,16.11,US,1640929662
Cuervos,32.6314,-114.8556,56.32,88,24,7.4,MX,1640929662
Tsiroanomandidy,-18.7667,46.0333,76.95,70,97,4.88,MG,1640929662
Frolishchi,56.4211,42.6533,10.08,97,100,4.54,RU,1640929663
Agadez,19.75,10.25,55.2,37,0,8.9,NE,1640929663
Abriaquí,6.6315,-76.0644,55.58,97,100,0.74,CO,1640929663
Twin Falls,42.3505,-114.6445,25.14,93,90,19.57,US,1640929663
Geraldton,-28.7667,114.6,82.81,57,6,20.71,AU,1640929663
Khovd,48.0056,91.6419,9.59,63,16,2.33,MN,1640929664
Amapá,1.0,-52.0,70.54,100,100,2.28,BR,1640929664
Pemangkat,1.1667,108.9667,83.28,73,85,8.23,ID,1640929664
Vostok,46.4856,135.8833,-19.59,92,100,6.6,RU,1640929664
Vestmanna,62.1564,-7.1664,38.32,81,75,5.75,FO,1640929665
Batemans Bay,-35.7167,150.1833,93.2,44,0,11.52,AU,1640929531
Daru,-9.0763,143.2092,83.71,77,100,8.39,PG,1640929665
Mount Gambier,-37.8333,140.7667,94.91,16,0,19.57,AU,1640929665
Koutiala,12.3917,-5.4642,67.33,15,0,8.55,ML,1640929665
Sabang,5.8933,95.3214,79.86,83,100,24.4,ID,1640929666
Korhogo,9.45,-5.6333,67.55,19,24,5.08,CI,1640929666
Savannah Bight,16.45,-85.85,80.01,78,3,24.11,HN,1640929666
Varhaug,58.6147,5.6457,44.47,99,100,6.15,NO,1640929666
Banjar,-8.19,114.9675,85.91,71,68,3.04,ID,1640929638
Baena,37.6167,-4.3225,54.43,59,2,4.21,ES,1640929667
Constitución,-35.3333,-72.4167,53.49,66,0,11.03,CL,1640929667
Mahon,39.8885,4.2658,54.16,94,90,6.91,ES,1640929667
Concordia,-31.393,-58.0209,78.78,46,42,5.99,AR,1640929669
Arandis,-22.4167,14.9667,53.47,51,0,3.33,NA,1640929669
North Bend,43.4065,-124.2243,45.86,95,90,5.75,US,1640929670
Nicoya,10.1483,-85.452,78.35,88,52,4.21,CR,1640929670
Miran Shah,33.0086,70.0697,55.53,19,97,2.39,PK,1640929671
Pecos,31.4229,-103.4932,56.86,40,40,3.44,US,1640929671
Jacareacanga,-6.2222,-57.7528,73.0,99,100,0.94,BR,1640929671
Conceição do Araguaia,-8.2578,-49.2647,72.34,98,100,2.17,BR,1640929672
Takapau,-40.0333,176.35,72.73,67,54,1.63,NZ,1640929672
Xichang,27.8964,102.2634,61.38,49,16,5.86,CN,1640929672
Healdsburg,38.6105,-122.8692,43.0,81,1,1.01,US,1640929509
Blackwater,-23.5833,148.8833,87.8,39,71,11.18,AU,1640929673
Kinsale,51.7075,-8.5306,54.77,94,75,25.32,IE,1640929673
Port Macquarie,-31.4333,152.9167,78.76,62,30,12.03,AU,1640929533
Wexford,52.3342,-6.4575,56.52,92,100,26.22,IE,1640929674
Beirut,33.8889,35.4944,60.39,51,40,4.61,LB,1640929674
Yabēlo,4.8833,38.0833,68.07,29,70,16.15,ET,1640929674
Beroroha,-21.6667,45.1667,91.85,45,70,2.84,MG,1640929674
Mezhova,48.2532,36.7347,18.86,94,100,2.24,UA,1640929675
Sinegorsk,47.1667,142.5,10.74,86,78,9.15,RU,1640929675
Camacha,33.0833,-16.3333,68.76,88,0,5.75,PT,1640929675
Lüleburgaz,41.4039,27.3592,43.97,91,73,3.13,TR,1640929675
Clonakilty,51.6231,-8.8706,54.61,92,88,23.38,IE,1640929676
Karratha,-20.7377,116.8463,88.41,56,3,13.94,AU,1640929676
Noumea,-22.2763,166.4572,78.78,85,100,15.39,NC,1640929679
Leninsk,48.7119,45.1994,33.66,100,100,8.5,RU,1640929679
Eyl,7.9803,49.8164,80.44,70,53,17.16,SO,1640929680
Alta Floresta,-9.8756,-56.0861,70.38,99,100,4.43,BR,1640929680
Llanes,43.4198,-4.7549,54.9,53,29,6.85,ES,1640929680
Tsogni,-2.7942,10.0988,74.62,91,82,4.54,GA,1640929680
Aleksandrov Gay,50.147,48.5704,25.86,96,98,8.59,RU,1640929681
Kimbe,-5.5502,150.1429,80.67,87,100,3.42,PG,1640929681
Alappuzha,9.49,76.3264,83.52,61,39,1.9,IN,1640929415
Lichinga,-13.3128,35.2406,71.69,78,20,16.11,MZ,1640929682
Kungälv,57.871,11.9805,43.45,98,100,11.77,SE,1640929682
Nantucket,41.2835,-70.0995,47.03,91,100,3.15,US,1640929609
Pyaozerskiy,65.8333,31.1667,20.57,97,100,3.47,RU,1640929683
Pilar,-9.5972,-35.9567,75.13,84,7,4.16,BR,1640929683
Northam,51.0333,-4.2167,55.62,96,100,22.21,GB,1640929683
Padang,-0.9492,100.3543,84.25,79,80,4.03,ID,1640929466
Mayo,38.8876,-76.5119,53.19,95,100,3.98,US,1640929684
Turangi,-39.0,175.9333,72.36,41,7,7.7,NZ,1640929684
Terra Santa,-2.1042,-56.4869,75.61,92,100,2.35,BR,1640929684
Lucea,18.451,-78.1736,75.06,78,2,11.72,JM,1640929685
Barcelos,41.5388,-8.6151,51.94,72,18,6.46,PT,1640929685
Chateaubelair,13.2833,-61.25,77.61,67,28,16.89,VC,1640929685
Buraidah,26.326,43.975,54.05,79,12,12.48,SA,1640929685
Vad,55.5301,44.2114,13.32,97,100,4.94,RU,1640929686
Paracatu,-17.2222,-46.8747,67.23,98,100,2.84,BR,1640929687
Itaguaí,-22.8522,-43.7753,74.59,100,90,5.75,BR,1640929687
Itarema,-2.9248,-39.9167,79.75,79,95,10.4,BR,1640929688
Raudeberg,61.9875,5.1352,37.87,96,100,13.4,NO,1640929688
Pitkyaranta,61.5734,31.4792,26.38,96,100,14.54,RU,1640929688
Várzea da Palma,-17.5981,-44.7308,67.75,97,100,1.39,BR,1640929689
Sørland,67.667,12.6934,34.93,73,96,33.55,NO,1640929689
San Andrés,12.5847,-81.7006,82.42,74,40,11.5,CO,1640929689
Shreveport,32.5251,-93.7502,67.44,87,1,0.0,US,1640929689
Kutum,14.2,24.6667,59.7,30,55,4.97,SD,1640929690
Batagay-Alyta,67.8006,130.4114,-45.54,98,46,3.04,RU,1640929690
Massaguet,12.4755,15.4365,66.04,21,3,8.9,TD,1640929690
Jianning,27.8333,113.15,48.33,51,22,2.24,CN,1640929691
Soligalich,59.0778,42.2864,10.63,95,93,7.47,RU,1640929693
Belmonte,-15.8631,-38.8828,75.7,89,85,5.88,BR,1640929693
Korla,41.7597,86.1469,24.93,50,18,5.08,CN,1640929693
Tarakan,3.3,117.6333,85.5,70,75,5.75,ID,1640929694
Nome,64.5011,-165.4064,-7.53,71,1,4.61,US,1640929695
Krasnoural'sk,58.3638,60.0407,4.66,92,86,5.37,RU,1640929695
Taltal,-25.4,-70.4833,64.65,87,45,4.59,CL,1640929695
Salé,34.0389,-6.8166,57.22,87,0,0.0,MA,1640929695
Moyo,3.6609,31.7247,80.01,41,91,6.38,UG,1640929696
Shenjiamen,29.9576,122.298,48.06,54,5,10.76,CN,1640929697
Montepuez,-13.1256,38.9997,82.2,58,94,5.28,MZ,1640929697
Adrar,20.5022,-10.0711,60.67,31,0,10.47,MR,1640929697
San Quintín,30.4833,-115.95,59.25,90,98,11.1,MX,1640929699
Muros,42.7762,-9.0603,60.84,85,34,17.92,ES,1640929699
Pudozh,61.8099,36.5345,13.62,95,100,8.7,RU,1640929700
Coyhaique,-45.5752,-72.0662,48.81,98,99,7.34,CL,1640929700
La Colmena,-25.8833,-56.8167,74.12,65,34,6.46,PY,1640929700
Punto Fijo,11.6956,-70.1996,77.16,81,99,17.69,VE,1640929701
Lovozero,68.005,35.0117,15.87,96,100,2.57,RU,1640929701
Omsukchan,62.5333,155.8,-39.39,98,34,3.04,RU,1640929701
Caravelas,-17.7125,-39.2481,73.87,91,98,4.61,BR,1640929662
Devils Lake,48.1128,-98.8651,-12.05,83,1,1.99,US,1640929702
Vestmannaeyjar,63.4427,-20.2734,37.45,71,82,22.21,IS,1640929702
